Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Regions,Description,Number of Portfolio Organizations,Number of Exits (IPO),Number of Lead Investments,Operating Status,Founded Date,Founded Date Precision,Website,LinkedIn,Industries,Industry Groups,Number of Founders,Founders,Number of Employees,Investment Stage,Company Type,Acquisition Status,IPO Status,CB Rank (Investor)
Rainbow Growers,https://www.crunchbase.com/organization/rainbow-growers,,1,,"Netherlands, Missouri, United States",Midwestern US,"Rainbow Growers is socially responsible cultivation, packaging, and breeding of bell peppers.",1,,,Active,2005-01-01,year,https://www.rainbowgrowers.nl,https://www.linkedin.com/company/kwekerij-de-wieringermeer/,AgTech,Agriculture and Farming,,,101-250,,For Profit,,Private,"59,626"
Apphouse Family,https://www.crunchbase.com/organization/apphouse-family,"Angel Group, Private Equity Firm",1,,"Hamburg, Hamburg, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)","Private equity fund specializing in gaming, apps and new emerging tech.",1,,1,Active,2022-02-28,day,https://www.apphousefamily.com,https://www.linkedin.com/company/apphouse-family,"Augmented Reality, Console Games, Gaming, Mobile Apps, PC Games, Video Games, Virtual Reality","Apps, Gaming, Hardware, Mobile, Software",,,1-10,"Early Stage Venture, Private Equity, Seed",,,Private,"61,261"
Newzone,https://www.crunchbase.com/organization/newzone,Venture Capital,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",Newzone is early stage venture capital investor.,1,,,Active,2021-01-01,year,https://newzone.vc/,https://www.linkedin.com/company/newzone-ventures/,Venture Capital,"Financial Services, Lending and Investments",,,1-10,,,,Private,"61,442"
LIVING HOPE VC,https://www.crunchbase.com/organization/living-hope-vc,Venture Capital,1,,"Rotterdam, Zuid-Holland, The Netherlands","European Union (EU), Europe, Middle East, and Africa (EMEA)",Long term investing for people who do really care.,1,,,Active,,,https://livinghope.vc,https://www.linkedin.com/company/living-hope-vc,Venture Capital,"Financial Services, Lending and Investments",1,Leen Bruyne,1-10,,,,Private,"61,805"
Siegerlandfonds,https://www.crunchbase.com/organization/siegerlandfonds,Venture Capital,1,,"Siegen, Nordrhein-Westfalen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Siegerlandfonds is an Investment firm.,1,,,Active,1983-01-01,year,https://www.siegerlandfonds.de,https://www.linkedin.com/company/siegerlandfonds,,,,,1-10,Late Stage Venture,,,Private,"61,808"
Malling & Co Venture,https://www.crunchbase.com/organization/malling-co-venture,Venture Capital,1,,"Oslo, Oslo, Norway","Nordic Countries, Scandinavia, Europe, Middle East, and Africa (EMEA)","Malling & Co provides all services within management, rental, transactions, valuations, analysis, consulting, rental search.",1,,,Active,1964-01-01,year,https://malling.no/,https://www.linkedin.com/company/eiendomshuset-malling-&-co/,"Commercial, Real Estate","Other, Real Estate",,,251-500,,,,Private,"62,175"
Fredericks Foundation,https://www.crunchbase.com/organization/fredericks-foundation,,1,,"Surrey, British Columbia, Canada",,A RFP and a charity that provides loans to people who want to set up a new business or maintain or expand an existing business,1,,,Active,2001-01-01,year,https://www.fredericksfoundation.org/,https://www.linkedin.com/company/fredericks-foundation,Non Profit,"Other, Social Impact",,,11-50,,Non-profit,,Private,"62,718"
Daybreak Partners,https://www.crunchbase.com/organization/daybreak-partners,Venture Capital,1,,"Palm Beach, Florida, United States","Greater Miami Area, East Coast, Southern US","Daybreak Partners invest across stages, from inception through micro-cap public and from a permanent capital vehicle.",1,,,Active,2006-01-01,year,https://daybreakpartners.com/,https://www.linkedin.com/company/daybreak-partners/,,,1,Nate Dalton,1-10,Seed,,,Private,"63,467"
Yair Miron,https://www.crunchbase.com/person/yair-miron,Individual/Angel,1,1,"Israel, Asia","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Yair Miron - CEO & Founder @ Rise.ai,1,,,,,,,https://www.linkedin.com/in/yair-miron-32aa162a,,,,,,,,,,"63,583"
Socios,https://www.crunchbase.com/organization/socios-turkey,,1,,"Vilnius, Vilniaus Apskritis, Lithuania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Creators of Fan Tokens,1,,1,Active,2018-01-01,year,https://www.socios.com/,https://www.linkedin.com/company/socios-com/,,,,,,,For Profit,,Private,"63,647"
European Internet Ventures,https://www.crunchbase.com/organization/european-internet-ventures,Venture Capital,1,,"Neuheim, Zug, Switzerland","Europe, Middle East, and Africa (EMEA)","European Internet Ventures (EIV) is an entrepreneurial internet advisory firm, exclusively focussed on classifieds and online marketplaces.",1,,,Active,2010-02-01,day,http://www.europeaninternetventures.com,https://www.linkedin.com/company/european-internet-ventures,"Classifieds, Venture Capital","Commerce and Shopping, Financial Services, Lending and Investments",1,Malcolm Myers,1-10,Early Stage Venture,,,Private,"63,793"
Policen Direkt,https://www.crunchbase.com/organization/policen-direkt,,1,,"Frankfurt, Hessen, Germany","European Union (EU), Europe, Middle East, and Africa (EMEA)",Policen Direkt specializes in life insurance for the secondary market in Germany and Austria.,1,,,Active,2003-01-01,year,https://www.policendirekt.de/,https://www.linkedin.com/company/policen-direkt-gmbh/,"Insurance, InsurTech, Life Insurance",Financial Services,1,Max Ahlers,101-250,,For Profit,,Private,"64,409"
Bene Assicurazioni,https://www.crunchbase.com/organization/bene-assicurazioni,,1,,"Milan, Lombardia, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Bene Assicurazioni operates as an insurance company.,1,,,Active,2016-01-01,year,https://www.bene.it/,https://www.linkedin.com/company/bene-assicurazioni/about/,"Financial Services, Insurance",Financial Services,,,11-50,,,,Private,"64,735"
SQD Alliance Sp. z o.o.,https://www.crunchbase.com/organization/sqd-alliance-sp-z-o-o,,1,,"Pszczyna, Slaskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","SQD Alliance provides services and solutions in the field of safety, environmental protection, health, IT solutions, and production support.",1,,,Active,2006-12-01,month,https://sqda.pl/,,"Consulting, Environmental Consulting, Health Care, Public Safety, Quality Assurance","Government and Military, Health Care, Professional Services",,,101-250,,For Profit,,Private,"65,917"
ASI Reisen,https://www.crunchbase.com/organization/asi-reisen,,1,,"Natters, Tirol, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",ASI Reisen is one of the leading travel platforms for sustainable active and adventure travel worldwide.,1,,,Active,1963-01-01,year,https://www.asi-reisen.de,https://www.linkedin.com/company/asi-reisen-alpinschule-innsbruck-gmbh,"Travel, Travel Accommodations, Travel Agency",Travel and Tourism,,,,,,,Private,"66,033"
Sidinvest,https://www.crunchbase.com/organization/sidinvest,"Family Investment Office, Venture Capital",1,,"Torino, Piemonte, Italy","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sidinvest is an investment management company that offers investment consultation for individuals and organizations.,1,,1,Active,1969-01-01,year,https://sidinvest.com/,https://www.linkedin.com/company/sidinvest-group/,"Angel Investment, Financial Services, Venture Capital","Financial Services, Lending and Investments",1,Alexandre Campra,1-10,"Private Equity, Seed",,,Private,"66,439"
Lazpiur,https://www.crunchbase.com/organization/lazpiur,,1,,"Spain, Georgia, United States","East Coast, Southern US",Lazpiur focuses on machine engineering and high precision machining in manufacturing processes.,1,,1,Active,1914-01-01,year,https://www.lazpiur.com,https://www.linkedin.com/company/lazpiur,"Industrial Engineering, Machinery Manufacturing, Manufacturing","Manufacturing, Science and Engineering",,,,,For Profit,,Private,"66,649"
Moshe Schlisser,https://www.crunchbase.com/person/moshe-schlisser,Individual/Angel,1,,"Tel Aviv, Tel Aviv, Israel","Europe, Middle East, and Africa (EMEA), Middle East, Middle East and North Africa (MENA)",Moshe Schlisser - General Partner @ Shefa Capital,1,,1,,,,https://www.shefacap.com/,https://www.linkedin.com/in/moshe-schlisser-b919107b/,,,,,,,,,,"66,817"
"Sanar Trade, S.L.",https://www.crunchbase.com/organization/sanar-trade-s-l,Private Equity Firm,1,,"Figueras, Asturias, Spain","European Union (EU), Europe, Middle East, and Africa (EMEA)",Sanar Trade is a real estate firm specializing in the administration of real estate portfolios.,1,,,Active,,,https://sanartrade.com,https://www.linkedin.com/company/sanar-trade-sl/?originalSubdomain=es,,,,,,,For Profit,,Private,"67,681"
Nex.D,https://www.crunchbase.com/organization/nex-d,,1,,"Gdansk, Pomorskie, Poland","European Union (EU), Europe, Middle East, and Africa (EMEA)","A dynamic advisory firm that serves clients across the education, BioTech, DeepTech and media markets within the global economy.",1,,,Active,2019-11-01,day,https://nexd.partners,https://www.linkedin.com/company/nex-d/,"Biotechnology, Blockchain, Consulting, Digital Media, EdTech, Education, Media and Entertainment","Biotechnology, Blockchain and Cryptocurrency, Education, Media and Entertainment, Other, Professional Services, Science and Engineering, Software",2,"Colin Brown, Paweł Czech",1-10,,For Profit,,Private,"68,862"
Lea von Bidder,https://www.crunchbase.com/person/lea-von-bidder,Individual/Angel,1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Lea co-founded L’inouï, a premium chocolate production and retail chain in Bangalore, India. As COO, she was key to establishing the L’inouï...",1,,,,,,https://www.avawomen.com,https://www.linkedin.com/in/lea-von-bidder/en,,,,,,,,,,"69,171"
Synaitken,https://www.crunchbase.com/organization/synaitken,,1,,"Hong Kong, Hong Kong Island, Hong Kong",Asia-Pacific (APAC),Synaitken,1,,,Active,2019-01-01,year,https://www.synaitken.com/,https://www.linkedin.com/company/synaitken/about/,"Computer, Infrastructure, Professional Networking","Community and Lifestyle, Consumer Electronics, Hardware, Other, Professional Services",,,,,For Profit,,Private,"69,552"
IPQ Capital,https://www.crunchbase.com/organization/ipq-capital,Family Investment Office,1,,"London, England, United Kingdom","Europe, Middle East, and Africa (EMEA)",IPQ Capital is a private investment office focuses on investing in fintech and healthtech space.,1,,,Active,,,https://www.ipqcapital.com/what-we-do,https://www.linkedin.com/company/ipqcapital,,,,,1-10,,,,Private,"69,687"
Terese Hougaard,https://www.crunchbase.com/person/terese-hougaard,"Individual/Angel, Investment Partner",1,,"San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US","Before joining CapitalG in 2015, Terese worked in Google’s SMB marketing organization in London as a marketing manager. Previously, she held...",1,,,,,,,https://www.linkedin.com/in/terese-hougaard-66505050/,,,,,,,,,,"71,036"
Founders Edge,https://www.crunchbase.com/organization/founders-edge,"Micro VC, Venture Capital",1,,"Helsinki, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",Founders Edge invests in pre-seed startups.,1,,,Active,,,https://foundersedge.vc,https://www.linkedin.com/company/founders-edge,"Angel Investment, Venture Capital","Financial Services, Lending and Investments",1,Henry Nilert,1-10,"Early Stage Venture, Seed",,,Private,"71,111"
Schütz Family Office,https://www.crunchbase.com/organization/schütz-family-office,Family Investment Office,1,,"Vienna, Wien, Austria","European Union (EU), Europe, Middle East, and Africa (EMEA)",Schütz Family Office (SFO) is the family office of Alex Schütz.,1,,,Active,,,https://s-fo.at/,https://www.linkedin.com/company/schuetz-family-office/,,,,,,Seed,,,Private,"71,816"
Belfius Regio Aalst,https://www.crunchbase.com/organization/belfius-regio-aalst,,1,,"Aalst, Oost-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)","Belfius Regio Aalst is an independent group of offices that offers business centers, live, custom mortgage loans, and insurance packages.",1,,,Active,1998-01-01,year,https://www.belfius-aalst.be/,https://www.linkedin.com/company/belfius-regio-aalst/,"Financial Services, Insurance, Property Insurance, Wealth Management",Financial Services,,,11-50,,For Profit,,Private,"71,953"
Ashkan Karbasfrooshan,https://www.crunchbase.com/person/ashkan-karbasfrooshan,"Individual/Angel, Investment Partner",1,,"Montréal, Quebec, Canada",,"A winner of the 2015 Ernst & Young Entrepreneur of the Year for in the media category, Ashkan Karbasfrooshan is the founder, CEO and Editor-...",1,,,,,,http://www.ashkan.ca,https://www.linkedin.com/in/ashkank/,,,,,,,,,,"73,066"
Celer Capital,https://www.crunchbase.com/organization/celer-capital,"Private Equity Firm, Venture Capital",1,,"Bucharest, Bucuresti, Romania","European Union (EU), Europe, Middle East, and Africa (EMEA)",Venture Capital and Private Equity Investment,1,,1,Active,2022-07-01,day,,,Venture Capital,"Financial Services, Lending and Investments",2,"Alexandru Andries, Ovidiu Andries",1-10,Seed,,,Private,"73,378"
Citrox Biosciences Ltd,https://www.crunchbase.com/organization/citrox-biosciences-ltd,,1,,"Kimbolton, Cambridgeshire, United Kingdom","Europe, Middle East, and Africa (EMEA)",Bioscience developer. Personal healthcare and dental focus,1,,1,Active,2006-02-21,day,https://www.citroxbio.co.uk,https://www.linkedin.com/company/citroxbio/,Health Care,Health Care,,,,,For Profit,,Private,"74,177"
Bacchus Holdings LLC,https://www.crunchbase.com/organization/bacchus-holdings-llc,"Angel Group, Family Investment Office, Private Equity Firm, Venture Capital",1,,"Medina, Ohio, United States","Great Lakes, Midwestern US",SaaS,1,,1,Active,,,,https://www.linkedin.com/company/bacchus-holdings/,,,,,1-10,,,,Private,"74,605"
Coformaco,https://www.crunchbase.com/organization/coformaco,Family Investment Office,1,,"Izegem, West-Vlaanderen, Belgium","European Union (EU), Europe, Middle East, and Africa (EMEA)",Coformaco is a family office of Conny Vandendriessche.,1,,,Active,,,https://www.coformaco.be,https://www.linkedin.com/company/coformaco-fundingdreams/?originalSubdomain=be,,,,,1-10,,,,Private,"76,075"
